Assembly	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	GC (%)	N50	N75	L50	L75	# N's per 100 kbp
49937_1_286.assembly	138	84	58	46	32	28	5140267	5120268	5061498	4970983	4757771	4627855	99	378434	5130946	50.78	190808	108987	10	19	0.00
49989_1_119.assembly	128	63	39	33	23	19	4976237	4947852	4899807	4858520	4686111	4543782	88	581844	4965242	50.45	355001	169153	6	12	0.00
49990_1_213.assembly	196	94	49	39	26	23	5591863	5550555	5440425	5370137	5175582	5084868	122	787760	5571373	57.11	330346	117864	5	12	0.00
49937_1_161.assembly	121	59	41	37	29	22	4843889	4824055	4787565	4761266	4630563	4395663	70	358122	4831958	50.72	200552	158542	9	16	0.00
49989_2_132.assembly	90	48	29	26	24	17	5727406	5713050	5672363	5650905	5619360	5358087	57	975018	5719478	56.95	492543	229266	4	9	0.00
49989_2_165.assembly	168	75	53	47	36	27	5147189	5112198	5067875	5023823	4835507	4534501	99	616876	5128802	50.52	168382	91784	7	18	0.00
49989_1_342.assembly	135	57	35	32	24	21	5151703	5122414	5079788	5054340	4939013	4825292	81	958330	5139288	50.71	300046	175600	6	12	0.00
49989_2_242.assembly	113	67	38	33	29	26	5717008	5699556	5636394	5597737	5536055	5447215	81	590605	5709653	56.81	242508	143019	8	14	0.00
49989_1_381.assembly	151	75	48	45	38	28	5273929	5243434	5183490	5163162	5060844	4699713	99	496555	5259806	50.41	192205	99658	10	18	0.00
49990_2_125.assembly	151	79	51	45	33	27	5276191	5247828	5187396	5144201	4965409	4773757	100	394205	5263251	50.69	222182	123597	9	16	0.00
49989_1_107.assembly	156	86	46	38	27	21	5189713	5157874	5076588	5026118	4863474	4644551	116	695888	5180033	50.20	329913	135230	6	13	0.00
49937_1_6.assembly	165	94	60	52	39	31	5246815	5219237	5145881	5089111	4892834	4595925	115	385962	5233772	50.70	171240	85266	11	21	0.00
49989_2_24.assembly	168	76	51	44	31	22	5231355	5196726	5145291	5095638	4882464	4566274	100	601274	5214044	50.45	193988	128671	7	15	0.00
49989_2_320.assembly	116	64	48	43	35	28	5429816	5410533	5379443	5346730	5209389	4955906	76	574783	5419393	57.32	187580	127918	9	18	0.00
49989_2_211.assembly	140	78	53	45	32	21	5044545	5020312	4961254	4904040	4696725	4328467	97	749526	5033729	50.54	216238	112024	7	15	0.00
49937_1_148.assembly	122	72	43	40	32	27	5495662	5473454	5414399	5393930	5274338	5115727	92	467601	5488854	57.21	240776	124784	8	16	0.00
49937_1_4.assembly	122	61	46	35	28	22	5185792	5161911	5123441	5045400	4913103	4709529	76	751859	5173021	50.72	268250	124710	6	14	0.00
49989_2_133.assembly	151	89	60	50	34	29	5109104	5086952	5018408	4945116	4696075	4520041	106	348947	5098125	50.74	183448	93258	10	19	0.00
49990_2_109.assembly	138	73	49	41	28	22	5168881	5143992	5096524	5032474	4845081	4625963	96	622779	5159173	50.76	275335	158936	7	14	0.00
49989_1_326.assembly	101	56	34	33	27	22	4936339	4919894	4880220	4873068	4780396	4602597	66	752526	4926780	50.54	297350	130829	6	12	0.00
49990_1_158.assembly	101	58	38	33	27	20	5039393	5024145	4975746	4943007	4850700	4613357	70	789858	5033055	50.56	283621	161983	6	13	0.00
49937_1_235.assembly	78	51	32	25	20	17	5366102	5354707	5310435	5258815	5177096	5088450	62	1031107	5362175	57.50	414585	322640	4	8	0.00
49937_1_263.assembly	109	69	43	38	32	24	5769454	5754831	5700934	5665092	5567229	5314815	80	543088	5762656	56.78	313695	146134	7	14	0.00
49989_2_79.assembly	63	32	24	23	22	14	4780018	4768708	4748440	4741227	4725247	4423887	39	699613	4773745	50.55	514875	245485	4	8	0.00
49989_2_367.assembly	103	63	37	33	28	25	5506048	5489641	5436704	5405955	5330805	5241965	77	590605	5500284	57.26	302309	141203	7	14	0.00
49989_2_326.assembly	218	96	51	44	30	21	5305707	5253698	5154365	5097804	4878851	4541648	137	409145	5282958	50.66	209194	154698	9	16	0.00
49947_1_125.assembly	169	89	58	49	38	27	5710818	5680202	5612177	5552778	5385780	5021536	109	477331	5694285	57.23	211799	103146	9	17	0.00
49989_1_202.assembly	154	108	74	65	45	35	5525887	5512168	5446209	5377300	5068393	4748197	115	507757	5517520	57.20	132460	86135	13	27	0.00
49990_2_291.assembly	140	73	41	36	28	23	5068851	5042543	4977510	4942248	4819790	4643609	91	521252	5055683	50.51	221793	132325	7	14	0.00
49937_1_167.assembly	66	41	31	26	23	16	5591977	5584481	5564762	5523212	5470298	5237591	44	1061416	5586738	57.12	398990	318257	4	8	0.00
49989_1_177.assembly	113	44	26	21	16	13	5360538	5331343	5289121	5252791	5173902	5064054	67	1815351	5347874	57.30	482080	339968	3	6	0.00
49937_1_84.assembly	117	78	46	33	28	24	5537946	5526542	5450214	5356566	5266090	5140211	85	792880	5531504	57.20	225807	154612	6	14	0.00
49989_1_322.assembly	122	73	44	40	37	28	5261747	5243592	5174461	5141624	5088685	4776773	88	470152	5254305	57.47	217129	100358	8	17	0.00
49989_1_220.assembly	182	92	47	42	31	22	5239981	5201027	5105092	5070687	4923671	4634913	125	556412	5225263	50.41	234334	114496	8	15	0.00
49989_1_126.assembly	111	58	42	40	32	20	5183081	5160670	5117257	5102846	4985598	4608213	75	751909	5174022	50.41	278597	110584	6	12	0.00
49989_1_308.assembly	134	64	43	36	28	20	4959404	4933085	4883154	4834319	4700517	4436172	83	612692	4946825	50.53	263692	132380	6	13	0.00
49989_2_285.assembly	271	99	63	56	39	30	5235382	5176868	5103727	5055888	4810163	4505065	134	377577	5201487	50.66	164956	96355	12	22	0.00
49990_2_133.assembly	315	164	99	86	58	30	4942435	4892064	4746156	4653116	4167625	3106207	187	233722	4909577	50.91	80849	39473	20	44	0.00
49947_1_118.assembly	142	85	63	51	34	29	5115260	5095541	5047530	4958203	4701090	4532642	99	524561	5105442	50.75	190808	93258	10	19	0.00
49989_1_27.assembly	138	65	47	39	34	22	5557596	5530444	5486680	5427960	5335988	4939063	86	575902	5544265	57.13	266065	135885	7	14	0.00
49990_2_53.assembly	106	53	31	30	26	20	5076506	5056564	5011269	5005639	4938003	4719999	67	743186	5066331	50.51	489480	159926	4	9	0.00
49937_1_158.assembly	99	67	48	38	30	23	5012381	5002178	4962303	4884179	4757868	4507414	74	444599	5007244	50.78	216494	135056	8	15	0.00
49990_2_239.assembly	222	137	91	73	51	32	5593418	5564110	5451024	5317623	4910108	4236148	160	449772	5579295	57.08	128560	51336	13	31	0.00
49937_1_125.assembly	84	48	31	26	20	17	5414807	5401235	5359407	5322597	5222042	5133396	60	926441	5409515	57.46	414584	322640	4	8	0.00
49937_1_216.assembly	130	73	52	43	27	22	5066710	5047480	4997874	4933383	4678366	4511242	86	622947	5056549	50.75	222270	123597	7	14	0.00
49947_1_54.assembly	135	68	45	40	28	21	5027139	5001553	4948753	4909983	4736314	4486664	87	581214	5014451	50.67	222182	159532	8	14	0.00
49990_2_91.assembly	71	42	28	28	25	21	5306562	5295107	5262743	5262743	5216766	5088015	53	841527	5302393	57.51	326338	231186	6	10	0.00
49937_1_143.assembly	56	23	19	19	16	13	2733294	2727126	2719475	2719475	2667122	2553926	25	716452	2728267	32.67	295167	126541	3	7	0.00
49937_1_17.assembly	59	40	26	23	19	15	5217845	5211592	5176630	5160075	5083693	4947849	44	1114818	5214709	57.56	491780	214402	4	7	0.00
49937_1_115.assembly	108	67	40	35	29	25	5508675	5492775	5439853	5405535	5305972	5177394	79	904902	5501871	57.15	242508	140124	7	14	0.00
49989_1_200.assembly	166	79	52	46	35	24	5596276	5562223	5501508	5463482	5301582	4904899	102	568754	5580284	57.31	212319	117255	8	16	0.00
49990_1_118.assembly	132	81	59	48	34	28	5116960	5098028	5049738	4966390	4761484	4559338	95	524561	5107995	50.75	195076	100668	9	18	0.00
49947_1_349.assembly	233	89	49	39	31	24	5114951	5061196	4967667	4895335	4752590	4524537	130	491984	5089675	50.59	210287	125079	9	17	0.00
49947_1_189.assembly	168	85	53	40	32	25	5479933	5453773	5374026	5284100	5164735	4911826	101	737576	5463752	57.19	204012	116701	8	15	0.00
49989_2_339.assembly	221	102	64	52	32	26	5212625	5163521	5063809	4970655	4641765	4456715	141	389053	5192117	50.52	203098	96540	9	19	0.00
49990_1_186.assembly	251	108	65	51	36	26	5341141	5292587	5196380	5098546	4863827	4502771	141	605509	5315108	50.47	182948	92293	9	18	0.00
49989_1_207.assembly	116	56	34	33	28	20	5239184	5219673	5179431	5172121	5106115	4847030	68	681716	5228001	50.54	358084	163947	5	11	0.00
49989_1_367.assembly	105	43	28	26	22	19	5004636	4975906	4950136	4934707	4855785	4746426	68	878509	4993752	50.50	269077	192638	6	11	0.00
49937_1_333.assembly	171	99	61	51	36	29	5400386	5375722	5299033	5226586	4958956	4715194	115	530517	5387113	57.37	182048	86379	9	19	0.00
49947_1_345.assembly	134	68	45	39	28	21	5028166	5002625	4948962	4904827	4742359	4493324	86	575595	5015068	50.67	222182	159532	8	14	0.00
49947_1_247.assembly	131	116	72	54	39	27	5546721	5539262	5420530	5302310	5089092	4658933	125	688635	5545525	57.14	168437	92721	9	20	0.00
49937_1_51.assembly	59	40	26	23	19	15	5218116	5211863	5176901	5160346	5083964	4948139	44	1115124	5214980	57.56	491780	214402	4	7	0.00
49989_2_185.assembly	49	33	23	22	21	17	4760297	4755142	4734476	4728542	4710827	4568890	37	809492	4758303	50.63	316939	244567	5	9	0.00
49989_1_341.assembly	145	60	39	34	27	24	5131344	5096351	5057981	5019008	4925784	4812063	89	592362	5116372	50.73	307934	136360	7	14	0.00
49990_1_96.assembly	202	131	97	84	62	34	5194438	5165568	5078561	4987374	4614008	3562591	155	228579	5182943	50.60	89361	45655	20	41	0.00
49990_1_57.assembly	112	69	45	41	34	26	5768715	5750772	5699153	5667739	5554816	5299354	83	502287	5761174	56.77	240515	141204	9	16	0.00
49989_2_12.assembly	112	54	36	35	25	21	5051465	5025710	4985912	4976652	4815742	4686044	77	678514	5042014	50.71	250717	165545	7	14	0.00
49989_2_228.assembly	252	109	74	68	50	34	5297735	5241049	5150204	5109206	4882717	4369702	157	269019	5272404	50.63	123597	74618	15	28	0.00
49990_2_221.assembly	173	81	50	44	36	29	5201119	5159676	5083998	5029170	4910957	4655506	120	349908	5187297	50.61	177903	108911	10	19	0.00
49989_1_128.assembly	79	43	27	26	22	17	5225163	5211818	5176699	5170339	5102701	4935141	53	1264720	5218923	50.65	390352	175762	4	8	0.00
49947_1_153.assembly	235	102	66	52	40	33	5559221	5514113	5425664	5327132	5148512	4911433	131	487625	5534254	57.13	170894	96561	12	23	0.00
49989_1_111.assembly	203	96	52	44	32	27	5373793	5329569	5231793	5176538	4966696	4784937	135	614747	5356626	50.56	202581	109005	9	19	0.00
49989_2_102.assembly	170	86	55	46	35	30	5180001	5144730	5088949	5023886	4841356	4682411	117	427083	5165590	50.70	163844	93859	10	20	0.00
49989_2_63.assembly	151	84	61	52	34	29	5181903	5155428	5112952	5047700	4768491	4584543	107	394198	5172253	50.72	170355	111473	11	21	0.00
49947_1_60.assembly	331	124	75	65	46	30	5514646	5440245	5330798	5262654	4950518	4382484	181	380814	5479614	50.25	151954	59348	11	26	0.00
49989_1_255.assembly	207	107	75	62	49	34	5143067	5106507	5037439	4943034	4714882	4130048	131	458648	5123911	50.60	112558	58238	14	29	0.00
49990_1_242.assembly	231	129	93	81	55	32	5058706	5027324	4950305	4866021	4406532	3563657	144	258207	5038403	50.56	83523	44754	18	37	0.00
49990_2_85.assembly	137	78	61	52	43	31	5080602	5056779	5026767	4960972	4805162	4364099	97	362720	5069507	50.61	139241	88201	12	24	0.00
49937_1_313.assembly	95	60	35	33	28	25	5506975	5492290	5435677	5417183	5335131	5246291	72	590605	5501545	57.26	302308	141204	7	14	0.00
49989_2_353.assembly	106	55	33	32	32	22	4805285	4784844	4743226	4733274	4733274	4399562	71	725462	4795661	50.75	217057	148437	7	14	0.00
49990_2_313.assembly	125	71	51	42	29	22	5045384	5026884	4978520	4913019	4710803	4460074	84	622952	5035953	50.75	222270	123597	7	14	0.00
49937_1_232.assembly	188	120	85	75	55	35	5246224	5216818	5141909	5078160	4733334	3988579	146	381841	5235810	50.69	98166	53165	16	34	0.00
49989_1_299.assembly	137	58	37	34	25	22	5159787	5130128	5090698	5068843	4945911	4844941	83	406606	5147103	50.72	307934	175607	8	13	0.00
49990_2_207.assembly	92	43	26	25	23	19	5107253	5088509	5054333	5046385	5016968	4857921	56	806408	5097953	50.58	618055	121584	4	9	0.00
49947_1_306.assembly	112	74	41	36	34	26	4957178	4944261	4877432	4833619	4812703	4559033	82	428500	4950605	50.87	202635	122531	8	16	0.00
49989_2_179.assembly	245	101	62	52	35	27	5279772	5222710	5136793	5068290	4809382	4515597	146	381761	5253884	50.70	225637	81341	9	19	0.00
49989_1_175.assembly	208	98	58	48	35	28	5260388	5218472	5133358	5063252	4876889	4646291	127	625263	5239950	50.38	185108	107365	10	19	0.00
49990_2_279.assembly	454	125	75	67	48	32	5040387	4943144	4843284	4783658	4442940	3872311	172	279195	4976572	50.63	109560	59197	15	30	0.00
49947_1_26.assembly	11854	1360	173	59	10	1	7004062	4228997	1865081	1089267	360437	51491	2542	51491	5060583	49.68	2897	1385	357	994	0.00
49947_1_254.assembly	140	72	45	40	27	19	5071211	5049016	4993248	4954950	4758887	4479273	83	581214	5056899	50.64	246032	149240	6	13	0.00
49947_1_150.assembly	253	95	50	41	32	25	5109873	5056812	4957099	4891105	4737990	4510213	129	491837	5080200	50.58	209882	125069	9	17	0.00
49937_1_71.assembly	139	86	59	55	45	33	5363283	5340066	5282282	5252513	5075350	4653793	105	333921	5353858	57.44	148226	94457	13	25	0.00
49989_2_161.assembly	126	78	57	46	30	26	5115388	5097614	5050738	4967390	4727880	4593723	91	524561	5106803	50.75	209197	116899	9	17	0.00
49989_2_90.assembly	145	82	51	46	33	25	5156643	5131234	5068757	5033143	4835158	4576279	104	629373	5146493	50.83	217969	113517	8	16	0.00
49989_1_380.assembly	197	79	43	36	26	20	5231949	5183716	5099377	5048446	4878079	4654881	116	621203	5209394	50.38	255420	146298	7	13	0.00
49990_1_248.assembly	127	80	57	46	30	28	5115056	5098572	5049857	4968894	4721345	4657482	92	378434	5106856	50.75	190808	116899	10	18	0.00
49937_1_341.assembly	127	78	41	33	26	20	5797175	5778213	5702124	5640619	5506528	5308515	94	741862	5789753	56.60	340369	198170	6	11	0.00
49989_2_81.assembly	119	68	57	51	45	33	5403086	5389467	5369618	5322527	5217469	4827250	76	329721	5394834	57.35	152029	86238	11	23	0.00
49937_1_213.assembly	113	71	41	37	29	25	5497490	5479902	5420357	5394751	5275159	5145049	87	708369	5491806	57.21	302307	141204	7	14	0.00
49937_1_53.assembly	103	55	34	31	25	20	5224387	5204070	5154372	5129828	5011192	4834664	74	672965	5216347	50.41	370397	203096	6	11	0.00
49947_1_115.assembly	347	238	147	103	54	22	3934404	3887102	3689035	3367223	2573512	1471721	274	119017	3915328	39.10	37379	18776	34	71	0.00
49937_1_320.assembly	187	90	62	54	39	29	5023425	4986142	4924499	4864907	4645719	4298977	119	367322	5006326	50.75	174220	85406	11	21	0.00
49947_1_380.assembly	231	144	94	77	53	36	5372591	5343082	5233831	5107991	4718892	4139600	166	296812	5359209	57.32	102012	55784	17	34	0.00
49989_2_207.assembly	133	68	44	39	27	22	5027070	5003519	4949557	4910787	4737118	4550733	82	442957	5013399	50.67	232979	159530	8	15	0.00
49937_1_301.assembly	179	80	42	35	25	20	5184227	5142079	5055397	5007118	4845205	4666424	116	621209	5165566	50.50	267877	148259	6	13	0.00
49989_1_193.assembly	136	73	42	34	26	22	5184112	5158647	5091066	5041052	4928108	4775864	93	526379	5172801	50.75	276343	158936	7	14	0.00
49989_1_120.assembly	132	76	56	49	39	27	5077695	5054437	5016625	4967229	4782897	4350103	95	362413	5067686	50.76	190516	88792	10	20	0.00
49990_1_209.assembly	120	72	48	42	30	24	5146307	5126553	5072804	5027349	4843583	4645028	91	401697	5139178	50.77	209197	123597	9	16	0.00
49989_1_266.assembly	391	112	65	50	36	21	5277443	5163954	5068227	4962965	4745856	4234587	199	748935	5225088	50.37	236837	74395	7	17	0.00
49990_2_23.assembly	243	110	60	56	48	36	5496365	5437790	5327260	5301228	5170776	4710438	166	356893	5477318	50.35	122130	83340	13	27	0.00
49989_2_362.assembly	108	63	47	42	29	25	4972903	4955931	4921602	4891283	4665291	4521046	76	619726	4964862	50.76	205908	123597	8	16	0.00
49990_1_30.assembly	242	92	51	41	30	24	5227468	5166011	5063415	4997407	4822349	4590133	142	511179	5200492	50.72	190808	134752	9	17	0.00
49990_1_317.assembly	170	88	58	52	42	32	5096698	5067860	4988031	4939405	4782290	4427709	104	327176	5079176	50.52	150098	92293	13	23	0.00
49989_1_285.assembly	132	69	46	43	32	28	5112893	5086191	5040428	5021312	4834819	4704579	89	826764	5100903	50.52	187283	110279	9	18	0.00
49937_1_173.assembly	219	96	49	43	32	27	5370966	5320207	5207803	5164862	4968468	4786709	140	614747	5350287	50.56	202581	109674	9	18	0.00
49937_1_349.assembly	188	91	63	49	39	33	5528737	5498809	5430006	5332526	5165513	4949691	108	615068	5510263	57.15	151999	92725	11	22	0.00
49989_2_327.assembly	290	107	64	57	38	28	5398090	5322136	5218371	5163385	4908010	4563726	168	341719	5364871	50.63	173578	104942	11	21	0.00
49937_1_272.assembly	64	45	30	28	23	18	5216102	5208898	5169045	5157472	5060591	4890510	52	702931	5213694	57.56	411667	194079	5	11	0.00
49937_1_347.assembly	178	93	60	51	39	28	5705741	5674163	5601613	5545415	5359707	5001702	113	477154	5687750	57.23	210248	102924	9	18	0.00
49937_1_9.assembly	100	48	32	29	26	23	5520552	5503716	5465965	5442713	5384736	5286739	60	879233	5511706	57.33	348559	209832	6	11	0.00
49990_1_377.assembly	250	135	96	84	56	34	5222157	5178199	5077102	4991118	4516654	3748157	166	238587	5200826	50.58	89693	45557	18	38	0.00
49937_1_200.assembly	96	50	32	30	26	19	5317121	5299399	5270360	5257037	5169056	4908975	64	719267	5309842	57.45	329103	182727	6	11	0.00
49989_1_243.assembly	186	87	57	47	36	24	5081308	5042388	4976035	4905079	4737729	4359704	117	623999	5062521	50.58	221321	107365	7	16	0.00
49989_2_261.assembly	133	82	55	51	36	29	5260284	5239529	5183971	5156780	4961097	4737521	98	623115	5250438	50.78	173764	108993	10	19	0.00
49989_2_256.assembly	126	63	38	32	28	25	5518127	5496854	5439654	5393090	5331527	5242687	78	590435	5506788	57.24	242099	143019	8	14	0.00
49990_2_57.assembly	152	77	51	48	37	25	5158231	5130509	5077729	5059331	4894765	4469489	101	583708	5146682	50.71	193194	101427	9	17	0.00
49947_1_83.assembly	139	66	42	37	31	27	5500335	5477996	5430396	5393278	5309087	5178598	77	590371	5485442	57.26	242098	129653	8	15	0.00
49947_1_252.assembly	143	72	44	38	26	19	5074745	5048238	4980605	4934246	4762437	4513479	91	581214	5061135	50.64	246032	159532	7	13	0.00
49989_2_370.assembly	216	93	67	57	40	29	4968342	4925528	4864417	4790661	4520742	4148061	123	363916	4946334	50.72	130709	86022	12	23	0.00
49989_1_278.assembly	154	61	41	39	32	25	5103882	5068156	5030548	5014557	4898544	4663156	88	426185	5087684	50.64	222972	111359	9	15	0.00
49989_1_121.assembly	116	55	36	32	27	18	5051040	5023426	4978976	4946191	4865176	4543369	80	757987	5041333	50.49	286785	161904	5	11	0.00
49989_2_162.assembly	146	75	53	46	29	24	5291808	5263976	5221533	5163461	4896481	4725763	102	678524	5281535	50.70	192813	135340	8	16	0.00
49947_1_279.assembly	109	77	57	51	41	28	5348552	5340255	5295408	5246500	5067996	4590596	80	480215	5342456	57.29	190648	80852	10	20	0.00
49990_2_21.assembly	178	94	46	39	34	22	5219147	5185823	5088074	5044808	4956165	4496957	119	555198	5205136	50.81	228339	97624	7	15	0.00
49989_1_132.assembly	76	44	28	28	24	19	5198083	5187064	5152561	5152561	5093761	4913404	51	885943	5192061	50.55	456783	175763	4	9	0.00
49937_1_205.assembly	219	118	81	65	49	36	5313318	5272987	5185781	5064997	4817473	4340328	148	274806	5294303	50.69	112912	61136	15	30	0.00
49989_1_133.assembly	202	96	51	44	33	23	5251266	5207117	5106619	5057495	4898360	4529347	127	443231	5229849	50.67	195914	136365	9	17	0.00
49989_1_376.assembly	198	63	42	39	31	23	5256940	5202955	5155979	5130951	4996398	4716828	101	484857	5229998	50.58	284583	106575	8	14	0.00
49989_2_130.assembly	106	68	43	36	28	23	5503487	5489095	5425856	5379146	5220713	5045171	77	749690	5496337	57.33	262571	149691	7	14	0.00
49937_1_369.assembly	128	64	45	40	27	20	4967952	4944107	4906635	4873655	4690727	4446099	81	582182	4955514	50.58	308861	159532	7	12	0.00
49990_2_306.assembly	161	102	77	67	54	34	5189971	5170837	5112874	5038336	4822328	4067545	115	370251	5179401	50.64	110854	59231	15	31	0.00
49990_1_64.assembly	128	74	50	42	29	23	5068030	5049372	4993060	4936587	4734368	4540716	87	622947	5058505	50.75	223039	123597	7	14	0.00
49990_1_212.assembly	129	66	43	38	27	20	5073796	5050163	4999995	4961225	4807470	4556107	81	613298	5060528	50.64	246032	149240	6	13	0.00
49989_1_297.assembly	230	147	99	79	61	34	4984683	4950944	4828131	4686575	4379124	3461233	172	334694	4969593	50.84	81660	38938	19	40	0.00
49989_1_68.assembly	161	89	62	53	41	31	4962223	4929969	4872032	4800615	4601717	4256913	118	403853	4951103	50.84	134332	78769	11	23	0.00
